Code,Title,Description
33211,Forging and Stamping,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing forgings from purchased metals; (2) manufacturing metal custom roll forming products; (3) manufacturing metal stamped and spun products (except automotive, cans, coins); and (4) manufacturing powder metallurgy products.  Establishments making metal forgings, metal stampings, and metal spun products and further manufacturing (e.g., machining, assembling) a specific manufactured product are classified in the industry of the finished product.  Metal forging, metal stamping, and metal spun products establishments may perform surface finishing operations, such as cleaning and deburring, on the products they manufacture."
33221,Cutlery and Handtool Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing metal kitchen cookware (except by casting (e.g., cast iron skillets) or stamped without further fabrication), utensils, and/or nonprecious and precious plated metal cutlery and flatware; (2) manufacturing saw blades, all types (including those for power sawing machines); and (3) manufacturing nonpowered handtools and edge tools."
33231,Plate Work and Fabricated Structural Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing one or more of the following: (1) prefabricated metal buildings, panels and sections; (2) structural metal products; and (3) metal plate work products."
33232,Ornamental and Architectural Metal Products Manufacturing,"This industry comprises establishments primarily engaged in manufacturing one or more of the following: (1) metal framed windows (i.e., typically using purchased glass) and metal doors; (2) sheet metal work; and (3) ornamental and architectural metal products."
33241,Power Boiler and Heat Exchanger Manufacturing,""
33242,Metal Tank (Heavy Gauge) Manufacturing,""
33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",This industry comprises establishments primarily engaged in forming light gauge metal containers.
33251,Hardware Manufacturing,""
33261,Spring and Wire Product Manufacturing,"This industry comprises establishments primarily engaged in (1) manufacturing steel springs by forming, such as cutting, bending, and heat winding, metal rod or strip stock and/or (2) manufacturing wire springs and fabricated wire products from wire drawn elsewhere (except watch and clock springs)."
33271,Machine Shops,""
33272,"Turned Product and Screw, Nut, and Bolt Manufacturing","This industry comprises establishments primarily engaged in (1) machining precision turned products or (2) manufacturing metal bolts, nuts, screws, rivets, and other industrial fasteners.  Included in this industry are establishments primarily engaged in manufacturing parts for machinery and equipment on a custom basis."
33281,"Coating, Engraving, Heat Treating, and Allied Activities","This industry comprises establishments primarily engaged in one or more of the following: (1) heat treating metals and metal products; (2) enameling, lacquering, and varnishing metals and metal products; (3) hot dip galvanizing metals and metal products; (4) engraving, chasing, or etching metals and metal products (except jewelry; personal goods carried on or about the person, such as compacts and cigarette cases; precious metal products (except precious plated flatware and other plated ware); and printing plates); (5) powder coating metals and metal products; (6) electroplating, plating, anodizing, coloring, and finishing metals and metal products; and (7) providing other metal surfacing services for the trade.  Establishments in this industry coat, engrave, and heat treat metals and metal formed products fabricated elsewhere."
33291,Metal Valve Manufacturing,This industry comprises establishments primarily engaged in manufacturing one or more of the following metal valves: (1) industrial valves; (2) fluid power valves and hose fittings; (3) plumbing fixture fittings and trim; and (4) other metal valves and pipe fittings.
33299,All Other Fabricated Metal Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing fabricated metal products (except forgings and stampings, cutlery and handtools, architectural and structural metal products, boilers, tanks, shipping containers, hardware, spring and wire products, machine shop products, turned products, screws, nuts and bolts, and metal valves).

Illustrative Examples:

Ammunition manufacturing
Ball and roller bearing manufacturing
Enameled iron and metal sanitary ware manufacturing
Fabricated pipe and pipe fittings made from purchased metal pipe
Foil containers (except bags) manufacturing
Industrial pattern manufacturing
Metal safes manufacturing
Portable metal ladders manufacturing
Small arms and other ordnance manufacturing
Steel wool manufacturing"
33311,Agricultural Implement Manufacturing,"This industry comprises establishments primarily engaged in manufacturing farm machinery and equipment, powered mowing equipment, and other powered home lawn and garden equipment.

Illustrative Examples:

Combines (i.e., harvester-threshers) manufacturing
Cotton ginning machinery manufacturing
Fertilizing machinery, farm-type, manufacturing
Haying machines manufacturing
Milking machines manufacturing
Planting machines, farm-type, manufacturing
Plows, farm-type, manufacturing
Poultry brooders, feeders, and waterers manufacturing
Powered lawnmowers manufacturing
Snowblowers and throwers, residential-type, manufacturing
Tractors and attachments, lawn and garden-type and farm-type, manufacturing"
33312,Construction Machinery Manufacturing,""
33313,Mining and Oil and Gas Field Machinery Manufacturing,"This industry comprises establishments primarily engaged in manufacturing oil and gas field and underground mining machinery and equipment.

Illustrative Examples:

Coal breakers, cutters, and pulverizers manufacturing
Core drills, underground mining-type, manufacturing
Mineral processing and beneficiating machinery manufacturing
Mining cars manufacturing
Oil and gas field-type derricks manufacturing
Oil and gas field-type drilling machinery and equipment (except offshore floating platforms) manufacturing
Stationary rock crushing machinery manufacturing
Water well drilling machinery manufacturing"
33324,Industrial Machinery Manufacturing,"This industry comprises establishments primarily engaged in manufacturing industrial machinery, such as food and beverage manufacturing machinery, semiconductor manufacturing machinery, sawmill and woodworking machinery (except handheld), machinery for making paper and paper products, printing and binding machinery and equipment, textile making machinery, and machinery for making plastics and rubber products."
33331,Commercial and Service Industry Machinery Manufacturing,"This industry comprises establishments primarily engaged in manufacturing commercial and service industry machinery, such as optical instruments, photographic and photocopying equipment, automatic vending machinery, commercial laundry and drycleaning machinery, office machinery, automotive maintenance equipment (except mechanics’ handtools), and commercial-type cooking equipment."
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","This industry comprises establishments primarily engaged in manufacturing ventilating, heating, air-conditioning, and commercial and industrial refrigeration and freezer equipment.

Illustrative Examples:

Air-conditioner filters manufacturing
Air-conditioning and warm air heating combination units manufacturing
Attic fans manufacturing
Dust and fume collecting equipment manufacturing
Gas fireplaces manufacturing
Heating boilers manufacturing
Industrial and commercial-type fans manufacturing
Refrigerated counter and display cases manufacturing
Refrigerated drinking fountains manufacturing
Space heaters (except portable electric) manufacturing"
33351,Metalworking Machinery Manufacturing,"This industry comprises establishments primarily engaged in manufacturing metalworking machinery, such as metal cutting and metal forming machine tools; cutting tools; accessories for metalworking machinery; special dies, tools, jigs, and fixtures; industrial molds; rolling mill machinery; assembly machinery; coil handling, conversion, or straightening equipment; and wire drawing and fabricating machines."
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing","This industry comprises establishments primarily engaged in manufacturing turbines, power transmission equipment, and internal combustion engines (except automotive gasoline and aircraft).

Illustrative Examples:

Clutches and brakes (except electromagnetic industrial controls, motor vehicle) manufacturing
Diesel and semidiesel engines manufacturing
Electric outboard motors manufacturing
Internal combustion engines for hybrid drive systems (except automotive) manufacturing
Plain bearings (except internal combustion engine) manufacturing
Plain bushings (except internal combustion engine) manufacturing
Power transmission pulleys manufacturing
Speed changers (i.e., power transmission equipment) manufacturing
Speed reducers (i.e., power transmission equipment) manufacturing
Turbine generator set units manufacturing
Universal joints (except aircraft, motor vehicle) manufacturing"
33391,Pump and Compressor Manufacturing,"This industry comprises establishments primarily engaged in manufacturing pumps and compressors, such as general purpose air and gas compressors, nonagricultural spraying and dusting equipment, general purpose pumps and pumping equipment (except fluid power pumps and motors), and measuring and dispensing pumps."
33392,Material Handling Equipment Manufacturing,"This industry comprises establishments primarily engaged in manufacturing material handling equipment, such as elevators and moving stairs; conveyors and conveying equipment; overhead traveling cranes, hoists, and monorail systems; and industrial trucks, tractors, trailers, and stacker machinery."
33399,All Other General Purpose Machinery Manufacturing,"This industry comprises establishments primarily engaged in manufacturing general purpose machinery (except ventilation, heating, air-conditioning, and commercial refrigeration equipment; metalworking machinery; engines, turbines, and power transmission equipment; pumps and compressors; and material handling equipment).

Illustrative Examples:

Automatic fire sprinkler systems manufacturing
Bridge and gate lifting machinery manufacturing
Fluid power cylinders manufacturing
Fluid power pumps manufacturing
Hydraulic and pneumatic jacks manufacturing
Industrial-type furnaces manufacturing
Packaging machinery manufacturing
Power-driven handtools manufacturing
Scales manufacturing
Welding equipment manufacturing"
33411,Computer and Peripheral Equipment Manufacturing,"This industry comprises establishments primarily engaged in manufacturing and/or assembling electronic computers, such as mainframes, personal computers, workstations, laptops, and computer servers; and computer peripheral equipment, such as storage devices, printers, monitors, and input/output devices and terminals.  Computers can be analog, digital, or hybrid.  Digital computers, the most common type, are devices that do all of the following: (1) store the processing program or programs and the data immediately necessary for the execution of the program; (2) can be freely programmed in accordance with the requirements of the user; (3) perform arithmetical computations specified by the user; and (4) execute, without human intervention, a processing program that requires the computer to modify its execution by logical decision during the processing run.  Analog computers are capable of simulating mathematical models and comprise at least analog, control, and programming elements."
33421,Telephone Apparatus Manufacturing,""
33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,""
33429,Other Communications Equipment Manufacturing,""
33431,Audio and Video Equipment Manufacturing,""
33441,Semiconductor and Other Electronic Component Manufacturing,"This industry comprises establishments primarily engaged in manufacturing semiconductors and other components for electronic applications.  Examples of products made by these establishments are capacitors, resistors, microprocessors, bare and loaded printed circuit boards, electron tubes, electronic connectors, and computer modems."
33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","This industry comprises establishments primarily engaged in manufacturing navigational, measuring, electromedical, and control instruments.  Examples of products made by these establishments are aeronautical instruments, appliance regulators and controls (except switches), laboratory analytical instruments, navigation and guidance systems, and physical properties testing equipment."
33461,Manufacturing and Reproducing Magnetic and Optical Media,"This industry comprises establishments primarily engaged in (1) manufacturing optical and magnetic media, such as blank audio tapes, blank video tapes, and blank diskettes, and/or (2) mass duplicating (i.e., making copies) audio, video, software, and other data on magnetic, optical, and similar media."
33511,Electric Lamp Bulb and Part Manufacturing,""
33512,Lighting Fixture Manufacturing,"This industry comprises establishments primarily engaged in manufacturing electric lighting fixtures (except vehicular), nonelectric lighting equipment, lamp shades (except glass and plastics), and lighting fixture components (except current-carrying wiring devices)."
33521,Small Electrical Appliance Manufacturing,""
33522,Major Household Appliance Manufacturing,""
33531,Electrical Equipment Manufacturing,"This industry comprises establishments primarily engaged in manufacturing power, distribution, and specialty transformers; electric motors, generators, and motor generator sets; switchgear and switchboard apparatus; relays; and industrial controls."
33591,Battery Manufacturing,This industry comprises establishments primarily engaged in manufacturing primary and storage batteries.
33592,Communication and Energy Wire and Cable Manufacturing,"This industry comprises establishments insulating fiber optic cable, and manufacturing insulated nonferrous wire and cable from nonferrous wire drawn in other establishments."
33593,Wiring Device Manufacturing,This industry comprises establishments primarily engaged in manufacturing current-carrying wiring devices and noncurrent-carrying wiring devices for wiring electrical circuits.
33599,All Other Electrical Equipment and Component Manufacturing,"This industry comprises establishments primarily engaged in manufacturing electrical equipment (except electric lighting equipment, household-type appliances, transformers, motors, generators, switchgear, relays, industrial controls, batteries, communication and energy wire and cable, and wiring devices).

Illustrative Examples:

Carbon and graphite electrodes and brushes manufacturing
Door opening and closing devices, electrical, manufacturing
Extension cords made from purchased insulated wire
Surge suppressors manufacturing"
33611,Automobile and Light Duty Motor Vehicle Manufacturing,"This industry comprises establishments primarily engaged in (1) manufacturing complete automobile and light duty motor vehicles (i.e., body and chassis or unibody) or (2) manufacturing automobile and light duty motor vehicle chassis only."
33612,Heavy Duty Truck Manufacturing,""
33621,Motor Vehicle Body and Trailer Manufacturing,"This industry comprises establishments primarily engaged in (1) manufacturing motor vehicle bodies and cabs or (2) manufacturing truck, automobile and utility trailers, truck trailer chassis, detachable trailer bodies, and detachable trailer chassis.  The products made may be sold separately or may be assembled on purchased chassis and sold as complete vehicles.

Motor homes are units where the motor and the living quarters are contained in the same integrated unit, while travel trailers are designed to be towed by a motor unit, such as an automobile or a light truck.

Illustrative Examples:

Bodies and cabs, truck, manufacturing
Camper units, slide-in, for pick-up trucks, manufacturing
Motor homes, self-contained, assembling on purchased chassis
Pick-up canopies, caps, or covers manufacturing
Semi-trailers manufacturing
Travel trailers, recreational, manufacturing"
33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,""
33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,""
33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,""
33634,Motor Vehicle Brake System Manufacturing,""
33635,Motor Vehicle Transmission and Power Train Parts Manufacturing,""
33636,Motor Vehicle Seating and Interior Trim Manufacturing,""
33637,Motor Vehicle Metal Stamping,""
33639,Other Motor Vehicle Parts Manufacturing,""
33641,Aerospace Product and Parts Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing complete aircraft, missiles, or space vehicles; (2) manufacturing aerospace engines, propulsion units, auxiliary equipment or parts; (3) developing and making prototypes of aerospace products; (4) aircraft conversion (i.e., major modifications to systems); and (5) complete aircraft or propulsion systems overhaul and rebuilding (i.e., periodic restoration of aircraft to original design specifications)."
33651,Railroad Rolling Stock Manufacturing,""
33661,Ship and Boat Building,"This industry comprises establishments primarily engaged in operating shipyards or boat yards (i.e., ship or boat manufacturing facilities).  Shipyards are fixed facilities with drydocks and fabrication equipment capable of building a ship, defined as watercraft typically suitable or intended for other than personal or recreational use.  Boats are defined as watercraft typically suitable or intended for personal use.  Activities of shipyards include the construction of ships, their repair, conversion and alteration, production of prefabricated ship and barge sections, and specialized services, such as ship scaling.

Illustrative Examples:

Barge building
Boat yards (i.e., boat manufacturing facilities)
Cargo ship building
Drilling and production platforms, floating, oil and gas, building
Inflatable plastic boats, heavy-duty, manufacturing
Inflatable rubber boats, heavy-duty, manufacturing
Passenger ship building
Rigid inflatable boats (RIBs) manufacturing
Rowboats manufacturing"
33699,Other Transportation Equipment Manufacturing,"This industry comprises establishments primarily engaged in manufacturing motorcycles, bicycles, metal tricycles, complete military armored vehicles, tanks, self-propelled weapons, vehicles pulled by draft animals, and other transportation equipment (except motor vehicles, boats, ships, railroad rolling stock, and aerospace products), including parts thereof."
33711,Wood Kitchen Cabinet and Countertop Manufacturing,""
33712,Household and Institutional Furniture Manufacturing,"This industry comprises establishments primarily engaged in manufacturing household-type and public building furniture (i.e., library, school, theater, and church furniture).  This industry includes establishments that manufacture general purpose hospital, laboratory and/or dental furniture (e.g., stools, tables, benches).  The furniture may be made on a stock or custom basis and may be assembled or unassembled (i.e., knockdown)."
33721,Office Furniture (including Fixtures) Manufacturing,"This industry comprises establishments primarily engaged in manufacturing office furniture and/or office and store fixtures.  The furniture may be made on a stock or custom basis and may be assembled or unassembled (i.e., knockdown)."
33791,Mattress Manufacturing,""
33792,Blind and Shade Manufacturing,""
33911,Medical Equipment and Supplies Manufacturing,"This industry comprises establishments primarily engaged in manufacturing medical equipment and supplies.  Examples of products made by these establishments are surgical and medical instruments, surgical appliances and supplies, dental equipment and supplies, orthodontic goods, ophthalmic goods, dentures, and orthodontic appliances."
33991,Jewelry and Silverware Manufacturing,""
33992,Sporting and Athletic Goods Manufacturing,""
33993,"Doll, Toy, and Game Manufacturing",""
33994,Office Supplies (except Paper) Manufacturing,""
33995,Sign Manufacturing,""
33999,All Other Miscellaneous Manufacturing,"This industry comprises establishments primarily engaged in miscellaneous manufacturing (except medical equipment and supplies, jewelry and flatware, sporting and athletic goods, dolls, toys, games, office supplies (except paper), and signs).

Illustrative Examples:

Artificial Christmas trees manufacturing
Burial caskets and cases manufacturing
Candles manufacturing
Coin-operated amusement machines (except jukebox) manufacturing
Electronic cigarettes manufacturing
Fasteners, buttons, needles, and pins (except precious metals or precious and semiprecious stones and gems) manufacturing
Floor and dust mops manufacturing
Gasket, packing, and sealing devices manufacturing
Musical instruments (except toy) manufacturing
Portable fire extinguishers manufacturing
Umbrellas manufacturing"
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,""
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,""
42313,Tire and Tube Merchant Wholesalers,""
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,""
42321,Furniture Merchant Wholesalers,""
42322,Home Furnishing Merchant Wholesalers,""
42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",""
42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",""
42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers",""
42339,Other Construction Material Merchant Wholesalers,""
42341,Photographic Equipment and Supplies Merchant Wholesalers,""
42342,Office Equipment Merchant Wholesalers,""
42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,""
42344,Other Commercial Equipment Merchant Wholesalers,""
42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",""
42346,Ophthalmic Goods Merchant Wholesalers,""
42349,Other Professional Equipment and Supplies Merchant Wholesalers,""
42351,Metal Service Centers and Other Metal Merchant Wholesalers,""
42352,Coal and Other Mineral and Ore Merchant Wholesalers,""
42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",""
42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",""
42369,Other Electronic Parts and Equipment Merchant Wholesalers,""
42371,Hardware Merchant Wholesalers,""
42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,""
42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,""
42374,Refrigeration Equipment and Supplies Merchant Wholesalers,""
42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,""
42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,""
42383,Industrial Machinery and Equipment Merchant Wholesalers,""
42384,Industrial Supplies Merchant Wholesalers,""
42385,Service Establishment Equipment and Supplies Merchant Wholesalers,""
42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,""
42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers,""
42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,""
42393,Recyclable Material Merchant Wholesalers,""
42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",""
42399,Other Miscellaneous Durable Goods Merchant Wholesalers,""
42411,Printing and Writing Paper Merchant Wholesalers,""
42412,Stationery and Office Supplies Merchant Wholesalers,""
42413,Industrial and Personal Service Paper Merchant Wholesalers,""
42421,Drugs and Druggists' Sundries Merchant Wholesalers,""
42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",""
42432,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,""
42433,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",""
42434,Footwear Merchant Wholesalers,""
42441,General Line Grocery Merchant Wholesalers,""
42442,Packaged Frozen Food Merchant Wholesalers,""
42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,""
42444,Poultry and Poultry Product Merchant Wholesalers,""
42445,Confectionery Merchant Wholesalers,""
42446,Fish and Seafood Merchant Wholesalers,""
42447,Meat and Meat Product Merchant Wholesalers,""
42448,Fresh Fruit and Vegetable Merchant Wholesalers,""
42449,Other Grocery and Related Products Merchant Wholesalers,""
42451,Grain and Field Bean Merchant Wholesalers,""
42452,Livestock Merchant Wholesalers,""
42459,Other Farm Product Raw Material Merchant Wholesalers,""
42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,""
42469,Other Chemical and Allied Products Merchant Wholesalers,""
42471,Petroleum Bulk Stations and Terminals,""
42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),""
42481,Beer and Ale Merchant Wholesalers,""
42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,""
42491,Farm Supplies Merchant Wholesalers,""
42492,"Book, Periodical, and Newspaper Merchant Wholesalers",""
42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",""
42494,Tobacco and Tobacco Product Merchant Wholesalers,""
42495,"Paint, Varnish, and Supplies Merchant Wholesalers",""
42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,""
42511,Business to Business Electronic Markets,""
42512,Wholesale Trade Agents and Brokers,""
44111,New Car Dealers,""
44112,Used Car Dealers,""
44121,Recreational Vehicle Dealers,""
44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers","This industry comprises establishments primarily engaged in retailing new and used motorcycles, boats, and other vehicles (except automobiles, light trucks, and recreational vehicles), or retailing these new vehicles in combination with activities, such as repair services and selling replacement parts and accessories.

Illustrative Examples:

Aircraft dealers
Motorcycle dealers
All-terrain vehicle (ATV) dealers
Utility trailer dealers
Boat dealers, new and used"
44131,Automotive Parts and Accessories Stores,""
44132,Tire Dealers,""
44211,Furniture Stores,""
44221,Floor Covering Stores,""
44229,Other Home Furnishings Stores,"This industry comprises establishments primarily engaged in retailing new home furnishings (except furniture and floor coverings).

Illustrative Examples:

Bath shops
Kitchenware stores
Chinaware stores
Window treatment stores
Glassware stores"
44314,Electronics and Appliance Stores,"This industry comprises establishments primarily engaged in one of the following: (1) retailing an array of new household-type appliances and consumer-type electronic products, such as televisions, computers, and cameras; (2) specializing in retailing a single line of new consumer-type electronic products; (3) retailing these new products in combination with repair and support services; (4) retailing new prepackaged computer software; and/or (5) retailing prerecorded audio and video media, such as CDs, DVDs, and tapes.

Illustrative Examples:

Appliance stores, household-type
Cellular telephone accessories stores
Consumer-type electronic stores (e.g., televisions, computers, cameras)"
44411,Home Centers,""
44412,Paint and Wallpaper Stores,""
44413,Hardware Stores,""
44419,Other Building Material Dealers,""
44421,Outdoor Power Equipment Stores,""
44422,"Nursery, Garden Center, and Farm Supply Stores",""
44511,Supermarkets and Other Grocery (except Convenience) Stores,""
44512,Convenience Stores,""
44521,Meat Markets,""
44522,Fish and Seafood Markets,""
44523,Fruit and Vegetable Markets,""
44529,Other Specialty Food Stores,"This industry comprises establishments primarily engaged in retailing specialty foods (except meat, fish, seafood, and fruits and vegetables) not for immediate consumption and not made on the premises.

Illustrative Examples:

Baked goods stores (except immediate consumption)
Dairy product stores
Coffee and tea (i.e., packaged) stores
Gourmet food stores
Confectionery (i.e., packaged) stores
Nut (i.e., packaged) stores"
44531,"Beer, Wine, and Liquor Stores",""
44611,Pharmacies and Drug Stores,""
44612,"Cosmetics, Beauty Supplies, and Perfume Stores",""
44613,Optical Goods Stores,""
44619,Other Health and Personal Care Stores,"This industry comprises establishments primarily engaged in retailing health and personal care items (except drugs, medicines, optical goods, perfumes, cosmetics, and beauty supplies).

Illustrative Examples:

Convalescent supply stores
Prosthetic stores
Food (i.e., health) supplement stores
Sick room supply stores
Hearing aid stores"
44711,Gasoline Stations with Convenience Stores,""
44719,Other Gasoline Stations,""
44811,Men's Clothing Stores,""
44812,Women's Clothing Stores,""
44813,Children's and Infants' Clothing Stores,""
44814,Family Clothing Stores,""
44815,Clothing Accessories Stores,""
44819,Other Clothing Stores,""
44821,Shoe Stores,""
44831,Jewelry Stores,""
44832,Luggage and Leather Goods Stores,""
45111,Sporting Goods Stores,""
45112,"Hobby, Toy, and Game Stores",""
45113,"Sewing, Needlework, and Piece Goods Stores",""
45114,Musical Instrument and Supplies Stores,""
45121,Book Stores and News Dealers,"This industry comprises establishments primarily engaged in retailing new books, newspapers, magazines, and other periodicals."
45221,Department Stores,""
45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters","This industry comprises establishments primarily engaged in retailing new goods in general merchandise stores (except department stores).  These establishments retail a general line of new merchandise, such as apparel, automotive parts, dry goods, hardware, groceries, housewares, and home furnishings, with no one merchandise line predominating.  Establishments known as warehouse clubs, superstores, or supercenters are included in this industry.

Illustrative Examples:

Dollar stores
General merchandise catalog showrooms (except catalog mail-order)
General merchandise trading posts
General stores
Home and auto supply stores
Superstores (i.e., food and general merchandise)
Variety stores
Warehouse clubs (i.e., food and general merchandise)"
45311,Florists,""
45321,Office Supplies and Stationery Stores,""
45322,"Gift, Novelty, and Souvenir Stores",""
45331,Used Merchandise Stores,""
45391,Pet and Pet Supplies Stores,""
45392,Art Dealers,""
45393,Manufactured (Mobile) Home Dealers,""
45399,All Other Miscellaneous Store Retailers,"This industry comprises establishments primarily engaged in retailing specialized lines of merchandise (except motor vehicle and parts dealers; furniture and home furnishings stores; electronics and appliance stores; building material and garden equipment and supplies dealers; food and beverage stores; health and personal care stores; gasoline stations; clothing and clothing accessories stores; sporting goods, hobby, book, and music stores; general merchandise stores; florists; office supplies, stationery, and gift stores; used merchandise stores; pet and pet supplies stores; art dealers; and manufactured home (i.e., mobile home) dealers).  This industry also includes establishments primarily engaged in retailing a general line of new and used merchandise on an auction basis (except electronic auctions).

Illustrative Examples:

Art supply stores
Swimming pool supply stores, new
Cemetery memorial (e.g., markers, headstones, vaults) dealers
Tobacco stores
Cigar stores"
45411,Electronic Shopping and Mail-Order Houses,""
45421,Vending Machine Operators,""
45431,Fuel Dealers,""
45439,Other Direct Selling Establishments,""
48111,Scheduled Air Transportation,"This industry comprises establishments primarily engaged in providing air transportation of passengers and/or cargo over regular routes and on regular schedules.  Establishments in this industry operate flights even if partially loaded.  Establishments primarily engaged in providing scheduled air transportation of mail on a contract basis are included in this industry.

Illustrative Examples:

Air commuter carriers, scheduled
Scheduled air passenger carriers
Scheduled air cargo carriers (except air couriers)
Scheduled helicopter passenger carriers"
48121,Nonscheduled Air Transportation,"This industry comprises establishments primarily engaged in (1) providing air transportation of passengers and/or cargo with no regular routes and regular schedules or (2) providing specialty flying services with no regular routes and regular schedules using general purpose aircraft.  These establishments have more flexibility with respect to choice of airports, hours of operation, load factors, and similar operational characteristics.

Illustrative Examples:

Air taxi services
Nonscheduled air freight transportation services
Aircraft charter services
Nonscheduled air passenger transportation services"
48211,Rail Transportation,"This industry comprises establishments primarily engaged in operating railroads (except street railroads, commuter rail, urban rapid transit, and scenic and sightseeing trains). Line-haul railroads and short-line railroads are included in this industry."
48311,"Deep Sea, Coastal, and Great Lakes Water Transportation","This industry comprises establishments primarily engaged in providing deep sea, coastal, Great Lakes, and St. Lawrence Seaway water transportation.  Marine transportation establishments using the facilities of the St. Lawrence Seaway Authority Commission are considered to be using the Great Lakes Water Transportation System."
48321,Inland Water Transportation,"This industry comprises establishments primarily engaged in providing inland water transportation of passengers and/or cargo on lakes, rivers, or intracoastal waterways (except on the Great Lakes System)."
48411,"General Freight Trucking, Local",""
48412,"General Freight Trucking, Long-Distance","This industry comprises establishments primarily engaged in providing long-distance general freight trucking.  General freight trucking establishments handle a wide variety of commodities, generally palletized and transported in a container or van trailer.  Long-distance general freight trucking establishments usually provide trucking between metropolitan areas which may cross North American country borders.  Included in this industry are establishments operating as truckload (TL) or less than truckload (LTL) carriers."
48421,Used Household and Office Goods Moving,""
48422,"Specialized Freight (except Used Goods) Trucking, Local",""
48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",""
48511,Urban Transit Systems,"This industry comprises establishments primarily engaged in operating local and suburban passenger transit systems over regular routes and on regular schedules within a metropolitan area and its adjacent nonurban areas.  Such transportation systems involve the use of one or more modes of transport including light rail, commuter rail, subways, and streetcars, as well as buses and other motor vehicles."
48521,Interurban and Rural Bus Transportation,""
48531,Taxi Service,""
48532,Limousine Service,""
48541,School and Employee Bus Transportation,""
48551,Charter Bus Industry,""
48599,Other Transit and Ground Passenger Transportation,"This industry comprises establishments primarily engaged in providing other transit and ground passenger transportation (except urban transit systems, interurban and rural bus transportation, taxi services, school and employee bus transportation, charter bus services, and limousine services (except shuttle services)).  Shuttle services (except employee bus) and special needs transportation services are included in this industry.  Shuttle services establishments generally travel within a metropolitan area and its adjacent nonurban areas on regular routes, on regular schedules and provide services between hotels, airports, or other destination points.  Establishments in the Special Needs Transportation industry provide passenger transportation to the infirm, elderly, or handicapped.  These establishments may use specially equipped vehicles to provide passenger transportation."
48611,Pipeline Transportation of Crude Oil,""
48621,Pipeline Transportation of Natural Gas,""
48691,Pipeline Transportation of Refined Petroleum Products,""
48699,All Other Pipeline Transportation,""
48711,"Scenic and Sightseeing Transportation, Land",""
48721,"Scenic and Sightseeing Transportation, Water",""
48799,"Scenic and Sightseeing Transportation, Other",""
48811,Airport Operations,"This industry comprises establishments primarily engaged in (1) operating international, national, or civil airports or public flying fields or (2) supporting airport operations (except special food services contractors), such as rental of hangar space, air traffic control services, baggage handling services, and cargo handling services."
48819,Other Support Activities for Air Transportation,""
48821,Support Activities for Rail Transportation,""
48831,Port and Harbor Operations,""
48832,Marine Cargo Handling,""
48833,Navigational Services to Shipping,""
48839,Other Support Activities for Water Transportation,""
48841,Motor Vehicle Towing,""
