Code,Title,Description
337,Furniture and Related Product Manufacturing,"Industries in the Furniture and Related Product Manufacturing subsector make furniture and related articles, such as mattresses, window blinds, cabinets, and fixtures.  The processes used in the manufacture of furniture include the cutting, bending, molding, laminating, and assembly of such materials as wood, metal, glass, plastics, and rattan.  However, the production process for furniture is not solely bending metal, cutting and shaping wood, or extruding and molding plastics.  Design and fashion trends play an important part in the production of furniture.  The integrated design of the article for both esthetic and functional qualities is also a major part of the process of manufacturing furniture.  Design services may be performed by the furniture establishment's work force or may be purchased from industrial designers.

Furniture may be made of any material, but the most common ones used in North America are metal and wood.  Furniture manufacturing establishments may specialize in making articles primarily from one material.  Some of the equipment required to make a wooden table, for example, is different from that used to make a metal one.  However, furniture is usually made from several materials.  A wooden table might have metal brackets, and a wooden chair a fabric or plastics seat.  Therefore, in NAICS, furniture initially is classified based on the type of furniture (application for which it is designed) rather than the material used.  For example, an upholstered sofa is treated as household furniture, although it may also be used in hotels or offices. 

When classifying furniture according to the component material from which it is made, furniture made from more than one material is classified based on the material used in the frame, or if there is no frame, the predominant component material.  Upholstered household furniture (excluding kitchen and dining room chairs with upholstered seats) is classified without regard to the frame material.  Kitchen or dining room chairs with upholstered seats are classified according to the frame material.

Furniture may be made on a stock or custom basis and may be shipped assembled or unassembled (i.e., knockdown).  The manufacture of furniture parts and frames is included in this subsector.

Some of the processes used in furniture manufacturing are similar to processes that are used in other segments of manufacturing.  For example, cutting and assembly occurs in the production of wood trusses that are classified in Subsector 321, Wood Product Manufacturing.  However, the multiple processes that distinguish wood furniture manufacturing from wood product manufacturing warrant inclusion of wooden furniture manufacturing in the Furniture and Related Product Manufacturing subsector.  Metal furniture manufacturing uses techniques that are also employed in the manufacturing of roll formed products classified in Subsector 332, Fabricated Metal Product Manufacturing.  The molding process for plastics furniture is similar to the molding of other plastics products.  However, plastics furniture producing establishments tend to specialize in furniture. 

NAICS attempts to keep furniture manufacturing together, but there are two notable exceptions: seating for transportation equipment and specialized hospital furniture (e.g., hospital beds and operating tables).  These exceptions are related to the fact that some of the aspects of the production process for these products, primarily the design, are highly integrated with the other manufactured goods, namely motor vehicles and medical equipment."
339,Miscellaneous Manufacturing,"Industries in the Miscellaneous Manufacturing subsector make a wide range of products that cannot readily be classified in specific NAICS subsectors in manufacturing.  Processes used by these establishments vary significantly, both among and within industries.  For example, a variety of manufacturing processes are used in manufacturing sporting and athletic goods that include products such as tennis racquets and golf balls.  The processes for these products differ from each other, and the processes differ significantly from the fabrication processes used in making dolls or toys, the melting and shaping of precious metals to make jewelry, and the bending, forming, and assembly used in making medical products.

The industries in this subsector are defined by what is made rather than how it is made.  Although individual establishments might be appropriately classified elsewhere in the NAICS structure, for historical continuity, these product-based industries were maintained.  In most cases, no one process or material predominates for an industry.

Establishments in this subsector manufacture products as diverse as medical equipment and supplies, jewelry, sporting goods, toys, and office supplies."
423,"Merchant Wholesalers, Durable Goods","Industries in the Merchant Wholesalers, Durable Goods subsector sell capital or durable goods to other businesses.  Merchant wholesalers generally take title to the goods that they sell; in other words, they buy and sell goods on their own account.  Durable goods are new or used items generally with a normal life expectancy of three years or more.  Durable goods merchant wholesale trade establishments are engaged in wholesaling products, such as motor vehicles, furniture, construction materials, machinery and equipment (including household-type appliances), metals and minerals (except petroleum), sporting goods, toys and hobby goods, recyclable materials, and parts.

Business-to-business electronic markets, agents, and brokers primarily engaged in wholesaling durable goods, generally on a commission or fee basis, are classified in Subsector 425, Wholesale Electronic Markets and Agents and Brokers."
424,"Merchant Wholesalers, Nondurable Goods","Industries in the Merchant Wholesalers, Nondurable Goods subsector sell nondurable goods to other businesses.  Nondurable goods are items generally with a normal life expectancy of less than three years.  Nondurable goods merchant wholesale trade establishments are engaged in wholesaling products, such as paper and paper products, chemicals and chemical products, drugs, textiles and textile products, apparel, footwear, groceries, farm products, petroleum and petroleum products, alcoholic beverages, books, magazines, newspapers, flowers and nursery stock, and tobacco products.

The detailed industries within the subsector are organized in the classification structure based on the products sold.

Business-to-business electronic markets, agents, and brokers primarily engaged in wholesaling nondurable goods, generally on a commission or fee basis, are classified in Subsector 425, Wholesale Electronic Markets and Agents and Brokers."
425,Wholesale Electronic Markets and Agents and Brokers,"Industries in the Wholesale Electronic Markets and Agents and Brokers subsector arrange for the sale of goods owned by others, generally on a fee or commission basis.  They act on behalf of the buyers and sellers of goods.  This subsector contains agents and brokers as well as business-to-business electronic markets that facilitate wholesale trade."
441,Motor Vehicle and Parts Dealers,"Industries in the Motor Vehicle and Parts Dealers subsector retail motor vehicles and parts from fixed point-of-sale locations.  Establishments in this subsector typically operate from a showroom and/or an open lot where the vehicles are on display.  The display of vehicles and the related parts require little by way of display equipment.  The personnel generally include both the sales and sales support staff familiar with the requirements for registering and financing a vehicle as well as a staff of parts experts and mechanics trained to provide repair and maintenance services for the vehicles.  Specific industries included in this subsector identify the type of vehicle being retailed.

Sales of capital or durable nonconsumer goods, such as medium- and heavy-duty trucks, are always included in wholesale trade.  These goods are virtually never sold through retail methods."
442,Furniture and Home Furnishings Stores,Industries in the Furniture and Home Furnishings Stores subsector retail new furniture and home furnishings from fixed point-of-sale locations.  Establishments in this subsector usually operate from showrooms and have substantial areas for the presentation of their products.  Many offer interior decorating services in addition to the sale of products.
443,Electronics and Appliance Stores,Industries in the Electronics and Appliance Stores subsector retail new electronics and appliances from point-of-sale locations.  Establishments in this subsector often operate from locations that have special provisions for floor displays requiring special electrical capacity to accommodate the proper demonstration of the products.  The staff includes sales personnel knowledgeable in the characteristics and warranties of the line of goods retailed and may also include trained repair persons to handle the maintenance and repair of the electronic equipment and appliances.  The classifications within this subsector are made principally on the type of product and knowledge required to operate each type of store.
444,Building Material and Garden Equipment and Supplies Dealers,"Industries in the Building Material and Garden Equipment and Supplies Dealers subsector retail new building material and garden equipment and supplies from fixed point-of-sale locations.  Establishments in this subsector have display equipment designed to handle lumber and related products and garden equipment and supplies that may be kept either indoors or outdoors under covered areas.  The staff is usually knowledgeable in the use of the specific products being retailed in the construction, repair, and maintenance of the home and associated grounds."
445,Food and Beverage Stores,"Industries in the Food and Beverage Stores subsector usually retail food and beverage merchandise from fixed point-of-sale locations.  Establishments in this subsector have special equipment (e.g., freezers, refrigerated display cases, refrigerators) for displaying food and beverage goods.  They have staff trained in the processing of food products to guarantee the proper storage and sanitary conditions required by regulatory authority."
446,Health and Personal Care Stores,"Industries in the Health and Personal Care Stores subsector retail health and personal care merchandise from fixed point-of-sale locations.  Establishments in this subsector are characterized principally by the products they retail, and some health and personal care stores may have specialized staff trained in dealing with the products.  Staff may include pharmacists, opticians, and other professionals engaged in retailing, advising customers, and/or fitting the product sold to the customer's needs."
447,Gasoline Stations,"Industries in the Gasoline Stations subsector retail automotive fuels (e.g., gasoline, diesel fuel, gasohol, alternative fuels) and automotive oils or retail these products in combination with convenience store items.  These establishments have specialized equipment for storing and dispensing automotive fuels."
448,Clothing and Clothing Accessories Stores,"Industries in the Clothing and Clothing Accessories Stores subsector retail new clothing and clothing accessories from fixed point-of-sale locations.  Establishments in this subsector have similar display equipment and staff that is knowledgeable regarding fashion trends and the proper match of styles, colors, and combinations of clothing and accessories to the characteristics and tastes of the customer."
451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Industries in the Sporting Goods, Hobby, Musical Instrument, and Book Stores subsector are engaged in retailing and providing expertise on the use of sporting equipment or supplies for other specific leisure activities, such as needlework and musical instruments.  Book stores are also included in this subsector."
452,General Merchandise Stores,Industries in the General Merchandise Stores subsector retail new general merchandise from fixed point-of-sale locations.  Establishments in this subsector are unique in that they have the equipment and staff capable of retailing a large variety of goods from a single location.  This includes a variety of display equipment and staff trained to provide information on many lines of products.
453,Miscellaneous Store Retailers,"Industries in the Miscellaneous Store Retailers subsector retail merchandise from fixed point-of-sale locations (except new or used motor vehicles and parts; new furniture and home furnishings; new appliances and electronic products; new building materials and garden equipment and supplies; food and beverages; health and personal care goods; gasoline; new clothing and accessories; and new sporting goods, hobby goods, books, and music).  Establishments in this subsector include stores with unique characteristics, such as florists, used merchandise stores, and pet and pet supply stores."
454,Nonstore Retailers,"Industries in the Nonstore Retailers subsector retail merchandise using methods, such as the broadcasting of infomercials, the broadcasting and publishing of direct-response advertising, the publishing of paper and electronic catalogs, door-to-door solicitation, in-home demonstration, selling from portable stalls, and distribution through vending machines.  Establishments in this subsector include mail-order houses, vending machine operators, home delivery sales, door-to-door sales, party plan sales, electronic shopping, and sales through portable stalls (e.g., street vendors, except food).  Establishments engaged in the direct sale (i.e., nonstore) of products, such as home heating oil dealers and newspaper delivery service providers, are included in this subsector."
481,Air Transportation,"Industries in the Air Transportation subsector provide air transportation of passengers and/or cargo using aircraft, such as airplanes and helicopters.  The subsector distinguishes scheduled from nonscheduled air transportation.  Scheduled air carriers fly regular routes on regular schedules and operate even if flights are only partially loaded.  Nonscheduled carriers often operate during nonpeak time slots at busy airports.  These establishments have more flexibility with respect to choice of airport, hours of operation, load factors, and similar operational characteristics.  Nonscheduled carriers provide chartered air transportation of passengers, cargo, or specialty flying services.  Specialty flying services establishments use general purpose aircraft to provide a variety of specialized flying services. 

Scenic and sightseeing air transportation and air courier services are not included in this subsector but are included in Subsector 487, Scenic and Sightseeing Transportation, and in Subsector 492, Couriers and Messengers, respectively.  Although these activities may use aircraft, they are different from the activities included in air transportation.  Air sightseeing does not usually involve place-to-place transportation; the passenger's flight (e.g., balloon ride, aerial sightseeing) typically starts and ends at the same location.  Courier services (individual package or cargo delivery) include more than air transportation; road transportation is usually required to deliver the cargo to the intended recipient."
482,Rail Transportation,"Industries in the Rail Transportation subsector provide rail transportation of passengers and/or cargo using railroad rolling stock.  The railroads in this subsector primarily either operate on networks, with physical facilities, labor force, and equipment spread over an extensive geographic area, or operate over a short distance on a local rail line.

Scenic and sightseeing rail transportation and street railroads, commuter rail, and rapid transit are not included in this subsector but are included in Subsector 487, Scenic and Sightseeing Transportation, and Subsector 485, Transit and Ground Passenger Transportation, respectively.  Although these activities use railroad rolling stock, they are different from the activities included in rail transportation.  Sightseeing and scenic railroads do not usually involve place-to-place transportation; the passenger's trip typically starts and ends at the same location.  Commuter railroads operate in a manner more consistent with local and urban transit and are often part of integrated transit systems."
483,Water Transportation,"Industries in the Water Transportation subsector provide water transportation of passengers and cargo using watercraft, such as ships, barges, and boats.

The subsector is composed of two industry groups: (1) one for deep sea, coastal, and Great Lakes; and (2) one for inland water transportation.  This split typically reflects the difference in equipment used.

Scenic and sightseeing water transportation services are not included in this subsector but are included in Subsector 487, Scenic and Sightseeing Transportation.  Although these activities use watercraft, they are different from the activities included in water transportation.  Water sightseeing does not usually involve place-to-place transportation; the passenger's trip starts and ends at the same location."
484,Truck Transportation,"Industries in the Truck Transportation subsector provide over-the-road transportation of cargo using motor vehicles, such as trucks and tractor trailers.  The subsector is subdivided into general freight trucking and specialized freight trucking.  This distinction reflects differences in equipment used, type of load carried, scheduling, terminal, and other networking services.  General freight transportation establishments handle a wide variety of general commodities, generally palletized, and transported in a container or van trailer.  Specialized freight transportation is the transportation of cargo that, because of size, weight, shape, or other inherent characteristics, requires specialized equipment for transportation.

Each of these industry groups is further subdivided based on distance traveled.  Local trucking establishments primarily carry goods within a single metropolitan area and its adjacent nonurban areas.  Long-distance trucking establishments carry goods between metropolitan areas.

The Specialized Freight Trucking industry group includes a separate industry for Used Household and Office Goods Moving. The household and office goods movers are separated because of the substantial network of establishments that has developed to deal with local and long-distance moving and the associated storage.  In this area, the same establishment provides both local and long-distance services, while other specialized freight establishments generally limit their services to either local or long-distance hauling."
485,Transit and Ground Passenger Transportation,"Industries in the Transit and Ground Passenger Transportation subsector include a variety of passenger transportation activities, such as urban transit systems; chartered bus, school bus, and interurban bus transportation; and taxis.  These activities are distinguished based primarily on such production process factors as vehicle types, routes, and schedules.

In this subsector, the principal splits identify scheduled transportation as separate from nonscheduled transportation.  The scheduled transportation industry groups are Urban Transit Systems, Interurban and Rural Bus Transportation, and School and Employee Bus Transportation.  The nonscheduled industry groups are the Charter Bus Industry and Taxi and Limousine Service.  The Other Transit and Ground Passenger Transportation industry group includes both scheduled and nonscheduled transportation.

Scenic and sightseeing ground transportation services are not included in this subsector but are included in Subsector 487, Scenic and Sightseeing Transportation.  Sightseeing does not usually involve place-to-place transportation; the passenger's trip starts and ends at the same location."
486,Pipeline Transportation,"Industries in the Pipeline Transportation subsector use transmission pipelines to transport products, such as crude oil, natural gas, refined petroleum products, and slurry.  Industries are identified based on the products transported (i.e., pipeline transportation of crude oil, natural gas, refined petroleum products, and other products).

The Pipeline Transportation of Natural Gas industry includes the storage of natural gas because the storage is usually done by the pipeline establishment and because a pipeline is inherently a network in which all the nodes are interdependent."
487,Scenic and Sightseeing Transportation,"Industries in the Scenic and Sightseeing Transportation subsector utilize transportation equipment to provide recreation and entertainment.  These activities have a production process distinct from passenger transportation carried out for the purpose of other types of for-hire transportation.  This process does not emphasize efficient transportation; in fact, such activities often use obsolete vehicles, such as steam trains, to provide some extra ambience.  The activity is local in nature, usually involving a same-day return to the point of departure.

The Scenic and Sightseeing Transportation subsector is separated into three industries based on the mode: land, water, and other.

Activities that are recreational in nature and involve participation by the customer, such as white water rafting, are generally excluded from this subsector, unless they impose an impact on part of the transportation system.  Charter boat fishing, for example, is included in the Scenic and Sightseeing Transportation, Water industry."
488,Support Activities for Transportation,"Industries in the Support Activities for Transportation subsector provide services which support transportation.  These services may be provided to transportation carrier establishments or to the general public.  This subsector includes a wide array of establishments, including air traffic control services, marine cargo handling, and motor vehicle towing.

The Support Activities for Transportation subsector includes services to transportation but is separated by type of mode serviced.  The Support Activities for Rail Transportation industry includes services to the rail industry (e.g., railroad switching and terminal establishments).

Ship repair and maintenance not done in a shipyard are included in the Other Support Activities for Water Transportation industry.  An example would be floating drydock services in a harbor.

Excluded from this subsector are establishments primarily engaged in providing factory conversion and overhaul of transportation equipment, which are classified in Subsector 336, Transportation Equipment Manufacturing.  Also, establishments primarily engaged in providing rental and leasing of transportation equipment without operator are classified in Subsector 532, Rental and Leasing Services."
491,Postal Service,"The Postal Service subsector includes the activities of the National Post Office and its subcontractors operating under a universal service obligation to provide mail services, and using the infrastructure required to fulfill that obligation.  These services include delivering letters and small parcels.  These articles can be described as those that can be handled by one person without using special equipment.  This allows the collection, pick-up, and delivery operations to be done with limited labor costs and minimal equipment.  Sorting and transportation activities, where necessary, are generally mechanized.  The restriction to small parcels distinguishes these establishments from those in the transportation industries.  These establishments may also provide express delivery services using the infrastructure established for provision of basic mail services.

The traditional activity of the National Postal Service is described in this subsector.  Subcontractors include rural post offices on contract to the Postal Service. 

Bulk transportation of mail on contract to the Postal Service is not included here, because it is usually done by transportation establishments that carry other customers' cargo as well.  Establishments that provide courier and express delivery services without operating under a universal service obligation are classified in Subsector 492, Couriers and Messengers."
492,Couriers and Messengers,"Industries in the Couriers and Messengers subsector provide intercity, local, and/or international delivery of parcels and documents (including express delivery services) without operating under a universal service obligation.  These articles may originate in the U.S. but be delivered to another country and can be described as those that may be handled by one person without using special equipment.  This allows the collection, pick-up, and delivery operations to be done with limited labor costs and minimal equipment.  Sorting and transportation activities, where necessary, are generally mechanized.  The restriction to small parcels partly distinguishes these establishments from those in the transportation industries.  The complete network of courier services establishments also distinguishes these transportation services from local messenger and delivery establishments in this subsector.  This includes the establishments that perform intercity transportation as well as establishments that, under contract to them, perform local pick-up and delivery.  Messengers, which usually deliver within a metropolitan or single urban area, may use bicycle, foot, small truck, or van."
493,Warehousing and Storage,"Industries in the Warehousing and Storage subsector are primarily engaged in operating warehousing and storage facilities for general merchandise, refrigerated goods, and other warehouse products.  These establishments provide facilities to store goods.  They do not sell the goods they handle.  These establishments take responsibility for storing the goods and keeping them secure.  They may also provide a range of services, often referred to as logistics services, related to the distribution of goods.  Logistics services can include labeling, breaking bulk, inventory control and management, light assembly, order entry and fulfillment, packaging, pick and pack, price marking and ticketing, and transportation arrangement.  However, establishments in this industry group always provide warehousing or storage services in addition to any logistic services.  Furthermore, the warehousing or storage of goods must be more than incidental to the performance of services, such as price marking.

Bonded warehousing and storage services and warehouses located in free trade zones are included in the industries of this subsector."
511,Publishing Industries (except Internet),"Industries in the Publishing Industries (except Internet) subsector group establishments engaged in the publishing of newspapers, magazines, other periodicals, and books, as well as directory and mailing list and software publishing.  In general, these establishments, which are known as publishers, issue copies of works for which they usually possess copyright.  Works may be in one or more formats including traditional print form, CD-ROM, or proprietary electronic networks.  Publishers may publish works originally created by others for which they have obtained the rights and/or works that they have created in-house.  Software publishing is included here because the activity, creation of a copyrighted product and bringing it to market, is equivalent to the creation process for other types of intellectual products.

In NAICS, publishing--the reporting, writing, editing, and other processes that are required to create an edition of a newspaper--is treated as a major economic activity in its own right, rather than as a subsidiary activity to a manufacturing activity, printing.  Thus, publishing is classified in the Information sector; whereas, printing remains in the Manufacturing sector.  In part, the NAICS classification reflects the fact that publishing increasingly takes place in establishments that are physically separate from the associated printing establishments.  More crucially, the NAICS classification of book and newspaper publishing is intended to portray their roles in a modern economy, in which they do not resemble manufacturing activities.

Music publishers are not included in the Publishing Industries (except Internet) subsector, but are included in the Motion Picture and Sound Recording Industries subsector.  Reproduction of prepackaged software is treated in NAICS as a manufacturing activity; on-line distribution of software products is in the Information sector; and custom design of software to client specifications is included in the Professional, Scientific, and Technical Services sector.  These distinctions arise because of the different ways that software is created, reproduced, and distributed.

The Publishing Industries (except Internet) subsector includes establishments that publish software exclusively on the Internet but excludes establishments that publish other content exclusively on the Internet. Establishments publishing content other than software exclusively on the Internet are included in Subsector 519, Other Information Services.  The Publishing Industries (except Internet) subsector also excludes products, such as manifold business forms and appointment books.  Information is not the essential component of these items.  Establishments producing these items are included in Subsector 323, Printing and Related Support Activities."
512,Motion Picture and Sound Recording Industries,"Industries in the Motion Picture and Sound Recording Industries subsector group establishments involved in the production and distribution of motion pictures and sound recordings.  While producers and distributors of motion pictures and sound recordings issue works for sale as traditional publishers do, the processes are sufficiently different to warrant placing establishments engaged in these activities in a separate subsector.  Production is typically a complex process that involves several distinct types of establishments that are engaged in activities, such as contracting with performers, creating the film or sound content, and providing technical postproduction services.  Film distribution is often to exhibitors, such as theaters and broadcasters, rather than through the wholesale and retail distribution chain.  When the product is in a mass-produced form, NAICS treats production and distribution as the major economic activity as it does in the Publishing Industries (except Internet) subsector, rather than as a subsidiary activity to the manufacture of such products.

This subsector does not include establishments primarily engaged in the wholesale distribution of video and sound recordings, such as compact discs and audio tapes; these establishments are included in the Wholesale Trade sector.  Reproduction of video and sound recordings that is carried out separately from establishments engaged in production and distribution is treated in NAICS as a manufacturing activity."
515,Broadcasting (except Internet),"Industries in the Broadcasting (except Internet) subsector include establishments that create content or acquire the right to distribute content and subsequently broadcast the content.  The industry groups (Radio and Television Broadcasting and Cable and Other Subscription Programming) are based on differences in the methods of communication and the nature of services provided.  The Radio and Television Broadcasting industry group includes establishments that operate broadcasting studios and facilities for over-the-air or satellite delivery of radio and television programs of entertainment, news, talk, and the like.  These establishments are often engaged in the production and purchase of programs and generating revenues from the sale of air time to advertisers and from donations, subsidies, and/or the sale of programs.  The Cable and Other Subscription Programming industry group includes establishments operating studios and facilities for the broadcasting of programs that are typically narrowcast in nature (limited format, such as news, sports, education, and youth-oriented programming) on a subscription or fee basis.

The distribution of cable and other subscription programming is included in Subsector 517, Telecommunications.  Establishments that broadcast exclusively on the Internet are included in Subsector 519, Other Information Services."
517,Telecommunications,"Industries in the Telecommunications subsector group establishments that provide telecommunications and the services related to that activity (e.g., telephony, including Voice over Internet Protocol (VoIP); cable and satellite television distribution services; Internet access; telecommunications reselling services).  The Telecommunications subsector is primarily engaged in operating and/or providing access to facilities for the transmission of voice, data, text, sound, and video.  Transmission facilities may be based on a single technology or a combination of technologies.  Establishments in the Telecommunications subsector are grouped into three industry groups.  The first two are comprised of establishments that operate transmission facilities and infrastructure that they own and/or lease, and provide telecommunications services using those facilities.  The distinction between the first two industry groups is the type of infrastructure operated (i.e., wired and/or wireless or satellite).  The third industry group is comprised of establishments that provide support activities, telecommunications reselling services, or many of the same services provided by establishments in the first two industry groups, but do not operate as telecommunications carriers.  Establishments primarily engaged as independent contractors in the installation and maintenance of broadcasting and telecommunications systems are classified in Sector 23, Construction.  Establishments known as Internet cafes, primarily engaged in offering limited Internet connectivity in combination with other services such as facsimile services, training, rental of on-site personal computers, game rooms, or food services are classified in Subsector 561, Administrative and Support Services, or Subsector 722, Food Services and Drinking Places, depending on the primary activity."
518,"Data Processing, Hosting, and Related Services","Industries in the Data Processing, Hosting, and Related Services subsector group establishments that provide the infrastructure for hosting and/or data processing services."
519,Other Information Services,"Industries in the Other Information Services subsector group establishments supplying information, storing and providing access to information, searching and retrieving information, operating Web sites that use search engines to allow for searching information on the Internet, or publishing and/or broadcasting content exclusively on the Internet.  The main components of the subsector are news syndicates, libraries, archives, exclusive Internet publishing and/or broadcasting, and Web search portals."
521,Monetary Authorities-Central Bank,"The Monetary Authorities-Central Bank subsector groups establishments that engage in performing central banking functions, such as issuing currency, managing the Nation's money supply and international reserves, holding deposits that represent the reserves of other banks and other central banks, and acting as a fiscal agent for the central government."
522,Credit Intermediation and Related Activities,"Industries in the Credit Intermediation and Related Activities subsector group establishments that (1) lend funds raised from depositors; (2) lend funds raised from credit market borrowing; or (3) facilitate the lending of funds or issuance of credit by engaging in such activities as mortgage and loan brokerage, clearinghouse and reserve services, and check cashing services."
523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities","Industries in the Securities, Commodity Contracts, and Other Financial Investments and Related Activities subsector group establishments that are primarily engaged in one of the following: (1) underwriting securities issues and/or making markets for securities and commodities; (2) acting as agents (i.e., brokers) between buyers and sellers of securities and commodities; (3) providing securities and commodity exchange services; and (4) providing other services, such as managing portfolios of assets; providing investment advice; and trust, fiduciary, and custody services."
524,Insurance Carriers and Related Activities,"Industries in the Insurance Carriers and Related Activities subsector group establishments that are primarily engaged in one of the following:  (1) underwriting (assuming the risk, assigning premiums, and so forth) annuities and insurance policies or (2) facilitating such underwriting by selling insurance policies and by providing other insurance and employee benefit related services."
525,"Funds, Trusts, and Other Financial Vehicles","Industries in the Funds, Trusts, and Other Financial Vehicles subsector group legal entities (i.e., funds, plans, and/or programs) organized to pool securities or other assets on behalf of shareholders or beneficiaries of employee benefit or other trust funds.  The portfolios are customized to achieve specific investment characteristics, such as diversification, risk, rate of return, and price volatility.  These entities earn interest, dividends, and other investment income, but have little or no employment and no revenue from the sale of services.  Establishments with employees devoted to the management of funds are classified in Industry Group 5239, Other Financial Investment Activities.

Establishments primarily engaged in holding the securities of (or other equity interests in) other firms are classified in Sector 55, Management of Companies and Enterprises.  Equity real estate investment trusts (REITs) that are primarily engaged in leasing buildings, dwellings, or other real estate property to others are classified in Subsector 531, Real Estate."
531,Real Estate,"Industries in the Real Estate subsector group establishments primarily engaged in renting or leasing real estate to others; managing real estate for others; selling, buying, or renting real estate for others; and providing other real estate related services, such as appraisal services.

This subsector includes equity real estate investment trusts (REITs) primarily engaged in leasing buildings, dwellings, or other real estate property to others.  Mortgage REITs are classified in Subsector 525, Funds, Trusts, and Other Financial Vehicles.

Establishments primarily engaged in subdividing and developing unimproved real estate and constructing buildings for sale are classified in Subsector 236, Construction of Buildings.  Establishments primarily engaged in subdividing and improving raw land for subsequent sale to builders are classified in Subsector 237, Heavy and Civil Engineering Construction."
532,Rental and Leasing Services,"Industries in the Rental and Leasing Services subsector include establishments that provide a wide array of tangible goods, such as automobiles, computers, consumer goods, and industrial machinery and equipment, to customers in return for a periodic rental or lease payment.

The subsector includes two main types of establishments:  (1) those that are engaged in renting consumer goods and equipment and (2) those that are engaged in leasing machinery and equipment often used for business operations.  The first type typically operates from a retail-like or storefront facility and maintains inventories of goods that are rented for short periods of time.  The latter type typically does not operate from retail-like locations or maintain inventories, and offers longer-term leases.  These establishments work directly with clients to enable them to acquire the use of equipment on a lease basis, or they work with equipment vendors or dealers to support the marketing of equipment to their customers under lease arrangements.  Equipment lessors generally structure lease contracts to meet the specialized needs of their clients and use their remarketing expertise to find other users for previously leased equipment.  Establishments that provide operating and capital (i.e., finance) leases are included in this subsector.

Establishments primarily engaged in leasing in combination with providing loans are classified in Sector 52, Finance and Insurance.  Establishments primarily engaged in leasing real property are classified in Subsector 531, Real Estate.  Establishments primarily engaged in renting or leasing equipment with operators are classified in various subsectors of NAICS depending on the nature of the services provided (e.g., transportation, construction, agriculture).  These activities are excluded from this subsector since the client is paying for the expertise and knowledge of the equipment operator, in addition to the rental of the equipment.  In many cases, such as the rental of heavy construction equipment, the operator is essential to operate the equipment.  Likewise, since the provision of crop harvesting services includes both the equipment and operator, it is included in Subsector 115, Support Activities for Agriculture and Forestry.  The rental or leasing of copyrighted works is classified in Sector 51, Information, and the rental or leasing of assets, such as patents, trademarks, and/or licensing agreements, is classified in Subsector 533, Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)."
533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"Industries in the Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) subsector include establishments primarily engaged in assigning rights to assets, such as patents, trademarks, brand names, and/or franchise agreements, for which a royalty payment or licensing fee is paid to the asset holder.  Establishments in this subsector own the patents, trademarks, and/or franchise agreements that they allow others to use or reproduce for a fee and may or may not have created those assets.

Establishments that allow franchisees the use of the franchise name, contingent on the franchisee buying products or services from the franchisor, are classified elsewhere.

Excluded from this subsector are establishments primarily engaged in leasing real property and establishments primarily engaged in leasing tangible assets, such as automobiles, computers, consumer goods, and industrial machinery and equipment.  These establishments are classified in Subsector 531, Real Estate, and Subsector 532, Rental and Leasing Services, respectively."
541,"Professional, Scientific, and Technical Services","Industries in the Professional, Scientific, and Technical Services subsector group establishments engaged in processes where human capital is the major input.  These establishments make available the knowledge and skills of their employees, often on an assignment basis, where an individual or team is responsible for the delivery of services to the client.  The individual industries of this subsector are defined on the basis of the particular expertise and training of the services provider.

The distinguishing feature of the Professional, Scientific, and Technical Services subsector is the fact that most of the industries grouped in it have production processes that are almost wholly dependent on worker skills.  In most of these industries, equipment and materials are not of major importance, unlike health care, for example, where ""high-tech"" machines and materials are important collaborating inputs to labor skills in the production of health care.  Thus, the establishments classified in this subsector sell expertise.  Much of the expertise requires degrees, though not in every case."
551,Management of Companies and Enterprises,"Industries in the Management of Companies and Enterprises subsector include three main types of establishments: (1) those that hold the securities of (or other equity interests in) companies and enterprises; (2) those (except government establishments) that administer, oversee, and manage other establishments of the company or enterprise but do not hold the securities of these establishments; and (3) those that both administer, oversee, and manage other establishments of the company or enterprise and hold the securities of (or other equity interests in) these establishments.  Those establishments that administer, oversee, and manage normally undertake the strategic or organizational planning and decision-making role of the company or enterprise."
